rospy.time, area
1687111049571788072, 7845.0
1687111050580088376, 7845.0
1687111051588754415, 8409.0
1687111052596795320, 10524.0
1687111053603934526, 12498.0
1687111054611820459, 13265.0
1687111055620541334, 14423.0
1687111056628304958, 16077.0
1687111057636183261, 17612.0
1687111058643980503, 19328.0
1687111059652524709, 21299.0
1687111060660358905, 23315.0
1687111061668118715, 25133.0
1687111062676846265, 27153.0
1687111063685009956, 29274.0
1687111064692551851, 31092.0
1687111065700742721, 33112.0
1687111066708669662, 35132.0
1687111067716687440, 37152.0
1687111068724449872, 38970.0
1687111069732496500, 40990.0
1687111070739752292, 43111.0
1687111071747898817, 44228.0
1687111072756979942, 45476.0
1687111073764330387, 47090.0
1687111074772581577, 48885.0
1687111075780425310, 50231.0
1687111076789069414, 51611.0
1687111077796182632, 53047.0
1687111078804322957, 54447.0
1687111079812975406, 55825.0
1687111080819783687, 57730.0
1687111081828520298, 59737.0
1687111082835962295, 61405.0
1687111083845088005, 62827.0
1687111084852387189, 64290.0
1687111085859655141, 65388.0
1687111086868360996, 66326.0
1687111087876660585, 67886.0
1687111088884569168, 69584.0
1687111089892664670, 71218.0
1687111090901324748, 72938.0
1687111091908519268, 74658.0
1687111092916426181, 76378.0
1687111093923235893, 77926.0
1687111094932300090, 79646.0
1687111095939906835, 81366.0
1687111096948046445, 82213.0
1687111097956878423, 83461.0
1687111098964503526, 85075.0
1687111099971807956, 86870.0
1687111100980654001, 88168.0
1687111101989033699, 89638.0
1687111102997020483, 91038.0
1687111104004659652, 92438.0
1687111105011988878, 93698.0
1687111106020886898, 95098.0
1687111107027956485, 95886.0
1687111108036653757, 96405.0
1687111109044845342, 97963.0
1687111110052688598, 99888.0
1687111111060436725, 101904.0
1687111112068366765, 103182.0
1687111113076029777, 104652.0
1687111114085148572, 106052.0
1687111115093001842, 107312.0
1687111116100274085, 108712.0
1687111117108747482, 110139.0
1687111118116542816, 111467.0
1687111119124252319, 112256.0
1687111120131577253, 113760.0
1687111121140099048, 115444.0
1687111122148094177, 117078.0
1687111123156045675, 118372.0
1687111124163942337, 119772.0
1687111125172766447, 121172.0
1687111126179856538, 122432.0
1687111127188892126, 123834.0
1687111128196678400, 125354.0
1687111129204597949, 126948.0
1687111130212662458, 128550.0
1687111131220041036, 130487.0
1687111132227878332, 132498.0
1687111133235789537, 134156.0
1687111134244369745, 135592.0
1687111135252151012, 136896.0
1687111136260810136, 137231.0
1687111137268710851, 137803.0
1687111138276234865, 139024.0
1687111139284974098, 139871.0
1687111140292791843, 140114.0
1687111141299975156, 140893.0
1687111142308367252, 141656.0
1687111143316499948, 141744.0
1687111144323605060, 141761.0
1687111145331838369, 141991.0
1687111146339979171, 142754.0
1687111147348780393, 144053.0
1687111148356677532, 145768.0
1687111149363745689, 147211.0
1687111150371710062, 148611.0
1687111151380488634, 150081.0
1687111152388175010, 151341.0
1687111153396719455, 152741.0
1687111154404619455, 154141.0
1687111155412217378, 155541.0
1687111156420306921, 156871.0
1687111157428929567, 158275.0
1687111158435977935, 159729.0
1687111159444332838, 160700.0
1687111160452497243, 161742.0
1687111161460045337, 163326.0
1687111162467823266, 165029.0
1687111163476702928, 166461.0
1687111164484258413, 167861.0
1687111165492480993, 169261.0
1687111166500640153, 170661.0
1687111167507885217, 171991.0
1687111168517274856, 173391.0
1687111169523903846, 174791.0
1687111170532490730, 176051.0
1687111171541318178, 177451.0
1687111172548571348, 178878.0
1687111173556508302, 180501.0
1687111174563972949, 181858.0
1687111175572469711, 183677.0
1687111176580581188, 185776.0
1687111177588406085, 187544.0
1687111178595848083, 188927.0
1687111179604996204, 190327.0
1687111180612195014, 191727.0
1687111181619946956, 193061.0
1687111182629032135, 194865.0
1687111183635543823, 196858.0
1687111184643646240, 198777.0
1687111185652354955, 200246.0
1687111186660416603, 202160.0
1687111187668961763, 204169.0
1687111188676606655, 205736.0
1687111189684238195, 207230.0
1687111190692916631, 208380.0
1687111191700194358, 208628.0
1687111192708405971, 209336.0
1687111193716287374, 210601.0
1687111194724386215, 212076.0
1687111195732961893, 212708.0
1687111196740669727, 213808.0
1687111197748814344, 214942.0
1687111198756324052, 216268.0
1687111199764958143, 217573.0
1687111200772912740, 219191.0
1687111201780289173, 220896.0
1687111202787856817, 222409.0
1687111203796595811, 223825.0
1687111204803886175, 225298.0
1687111205812571763, 226698.0
1687111206820996284, 227958.0
1687111207828363418, 229363.0
1687111208836515665, 230822.0
1687111209844636201, 232349.0
1687111210852996826, 233897.0
1687111211860504150, 235829.0
1687111212868253469, 237726.0
1687111213876432895, 238554.0
1687111214883531332, 239688.0
1687111215892132043, 240779.0
1687111216899872064, 241751.0
1687111217909389257, 242831.0
1687111218916555404, 243930.0
1687111219923884391, 245043.0
1687111220932034969, 245160.0
1687111221940213680, 245160.0
1687111222948236942, 245160.0
1687111223956152439, 245160.0
1687111224964009284, 245160.0
1687111225973460912, 245160.0
1687111226980334520, 245160.0
1687111227989285945, 245773.0
1687111228996095657, 247266.0
1687111230004801750, 248934.0
1687111231011702299, 250549.0
1687111232019912481, 251928.0
1687111233028054475, 253368.0
1687111234036103487, 254990.0
1687111235044164419, 256351.0
1687111236052829027, 258140.0
1687111237060509681, 260129.0
