rospy.time, area
1687110419590258359, 7845.0
1687110420599724054, 39225.0
1687110421606751918, 41318.0
1687110422613938570, 51358.0
1687110423622510910, 58426.0
1687110424630184650, 64377.0
1687110425639442682, 71678.0
1687110426646540880, 78655.0
1687110427654369592, 84088.0
1687110428662535190, 91306.0
1687110429670870304, 99049.0
1687110430678341865, 106194.0
1687110431686837673, 112411.0
1687110432694564342, 118976.0
1687110433702728271, 125785.0
1687110434710252285, 131984.0
1687110435718542098, 139140.0
1687110436726338863, 146382.0
1687110437734259366, 153435.0
1687110438742582321, 161269.0
1687110439750226259, 170392.0
1687110440759174108, 179563.0
1687110441768097162, 186530.0
1687110442774937391, 195005.0
1687110443783483743, 202790.0
1687110444789831876, 209902.0
1687110445799817323, 215905.0
1687110446806959390, 222577.0
1687110447814639091, 228108.0
1687110448821641445, 233376.0
1687110449830229520, 240907.0
1687110450838940382, 248040.0
1687110451846195220, 254228.0
1687110452854614257, 259794.0
1687110453863405227, 266278.0
1687110454870630979, 273610.0
1687110455878078460, 278721.0
1687110456886160850, 283554.0
1687110457894567728, 288293.0
1687110458902321100, 292138.0
1687110459910033702, 296578.0
1687110460918699979, 302069.0
1687110461927165746, 308584.0
1687110462933907985, 314225.0
1687110463942535638, 317926.0
1687110464950491666, 321548.0
1687110465957650184, 324549.0
1687110466966165065, 328208.0
1687110467973999023, 332725.0
1687110468982006311, 337767.0
1687110469990455150, 343221.0
1687110470998459815, 347604.0
1687110472006551742, 352530.0
1687110473014462232, 357586.0
1687110474022503852, 361287.0
1687110475030264377, 365158.0
1687110476038915395, 369396.0
1687110477045922279, 373662.0
1687110478054073810, 378084.0
1687110479062487363, 383756.0
1687110480070851325, 390196.0
1687110481078413486, 395922.0
1687110482086286544, 401286.0
1687110483094040870, 407135.0
1687110484103501081, 413158.0
1687110485110300302, 417555.0
1687110486118529319, 422679.0
1687110487126281976, 428842.0
1687110488134007692, 435312.0
1687110489141986131, 441676.0
1687110490150151968, 447694.0
1687110491157795429, 452989.0
1687110492166071653, 458391.0
1687110493175221681, 463665.0
1687110494182166814, 469504.0
1687110495190860509, 475150.0
1687110496198642492, 478936.0
1687110497206891536, 482011.0
1687110498214373588, 484841.0
1687110499222826719, 487632.0
1687110500231372833, 489370.0
1687110501239383220, 489988.0
1687110502246170520, 490000.0
1687110503254514932, 490000.0
1687110505157089948, 490000.0
