rospy.time, area
1687113481848315477, 7845.0
1687113482854648590, 7845.0
1687113483862766742, 8334.0
1687113484871419906, 10413.0
1687113485879103660, 12432.0
1687113486887326478, 14452.0
1687113487895480394, 16531.0
1687113488902790546, 18549.0
1687113489911188364, 20569.0
1687113490918863058, 22202.0
1687113491926450014, 24166.0
1687113492934448242, 26202.0
1687113493943244695, 28204.0
1687113494950900316, 30229.0
1687113495958763837, 32244.0
1687113496966575860, 34268.0
1687113497974830865, 36397.0
1687113498982464790, 38409.0
1687113499991312026, 40434.0
1687113500999151945, 42464.0
1687113502007134914, 44473.0
1687113503015194416, 45968.0
1687113504022933721, 47735.0
1687113505030762434, 49702.0
1687113506038356304, 51717.0
1687113507047280550, 53839.0
1687113508055414676, 55861.0
1687113509063606023, 57880.0
1687113510071322679, 59901.0
1687113511078811407, 61922.0
1687113512086624622, 63638.0
1687113513095122098, 64748.0
1687113514103404521, 65795.0
1687113515111311912, 67505.0
1687113516119025468, 69543.0
1687113517126532077, 71540.0
1687113518135509490, 73540.0
1687113519143181324, 75540.0
1687113520151670694, 77540.0
1687113521158894538, 79540.0
1687113522167106151, 81640.0
1687113523175138473, 83640.0
1687113524183059453, 85640.0
1687113525190788030, 87640.0
1687113526198805332, 89640.0
1687113527206306934, 91640.0
1687113528215320110, 93640.0
1687113529222930431, 95740.0
1687113530231421947, 97740.0
1687113531239444017, 99740.0
1687113532247327327, 101740.0
1687113533254739522, 103740.0
1687113534263293743, 105740.0
1687113535270871639, 107566.0
1687113536279972314, 109681.0
1687113537287896633, 111718.0
1687113538294659137, 113764.0
1687113539303405046, 115743.0
1687113540311381340, 117770.0
1687113541319262981, 119824.0
1687113542326584577, 121500.0
1687113543334463596, 122993.0
1687113544342877626, 124876.0
1687113545351488351, 126854.0
1687113546359450340, 128900.0
1687113547367449760, 130907.0
1687113548374971628, 132953.0
1687113549383153915, 134960.0
1687113550390944480, 137006.0
1687113551399638414, 139013.0
1687113552406131505, 141059.0
1687113553414426803, 142931.0
1687113554423267126, 143696.0
1687113555431504964, 144080.0
1687113556439423799, 144318.0
1687113557446439504, 144480.0
1687113558455622196, 144983.0
1687113559463426828, 146698.0
1687113560471269845, 148731.0
1687113561479176282, 150737.0
1687113562487092733, 152784.0
1687113563494851589, 154790.0
1687113564502726078, 156837.0
1687113565511304378, 158843.0
1687113566518961191, 160890.0
1687113567527634143, 162896.0
1687113568536076068, 164943.0
1687113569543466806, 166949.0
1687113570551402091, 168996.0
1687113571559294700, 171002.0
1687113572566939353, 173049.0
1687113573574944257, 175055.0
1687113574583196401, 177102.0
1687113575591199636, 179108.0
1687113576599239110, 181155.0
1687113577606616735, 183161.0
1687113578615139245, 185208.0
1687113579622904062, 187213.0
1687113580631590127, 187864.0
1687113581638727903, 187864.0
1687113582907328605, 187864.0
