rospy.time, area
1685484600233585596, 7845.0
1685484601240031242, 7845.0
1685484602247553110, 8833.0
1685484603256673097, 14141.0
1685484604264084815, 20072.0
1685484605271980285, 24271.0
1685484606280038118, 29347.0
1685484607287800550, 34774.0
1685484608296120405, 39634.0
1685484609304078102, 44904.0
1685484610312076807, 50272.0
1685484611319839477, 55877.0
1685484612327926635, 60459.0
1685484613335757970, 65727.0
1685484614344192266, 71345.0
1685484615351509809, 76406.0
1685484616359359979, 81604.0
1685484617367651224, 87491.0
1685484618375620365, 93465.0
1685484619383526325, 97653.0
1685484620391834020, 103046.0
1685484621400375604, 108729.0
1685484622407730102, 114387.0
1685484623416210412, 119672.0
1685484624424251317, 125518.0
1685484625432760715, 130700.0
1685484626440232276, 134509.0
1685484627447283744, 139345.0
1685484628455915927, 144424.0
1685484629464244365, 149560.0
1685484630471839189, 154257.0
1685484631480051994, 159583.0
1685484632488490581, 164703.0
1685484633496267557, 166553.0
1685484634503918170, 169398.0
1685484635512292146, 172690.0
1685484636520049571, 176118.0
1685484637527601957, 179219.0
1685484638535727024, 183178.0
1685484639543710231, 187059.0
1685484640551640987, 189619.0
1685484641559708595, 192536.0
1685484642568049907, 196121.0
1685484643576231956, 199738.0
1685484644584025144, 203250.0
1685484645592015504, 206854.0
1685484646599863052, 210345.0
1685484647607939243, 213184.0
1685484648615694522, 216461.0
1685484649624261379, 220748.0
1685484650632275104, 225204.0
1685484651639624118, 229615.0
1685484652648399114, 233698.0
1685484653655981302, 237787.0
1685484654663742780, 240521.0
1685484655672834634, 242913.0
1685484656679789543, 246737.0
1685484657687833070, 250909.0
1685484658696163177, 254795.0
1685484659703284502, 258373.0
1685484660712268114, 261957.0
1685484661720271110, 264954.0
1685484662728134393, 267386.0
1685484663736197948, 269652.0
1685484664743695974, 272654.0
1685484665752493858, 275910.0
1685484666760416507, 280014.0
1685484667768134355, 284824.0
1685484668776176929, 289751.0
1685484669783913135, 294233.0
1685484670791615962, 298468.0
1685484671800060987, 303194.0
1685484672807717323, 308005.0
1685484673816055536, 312641.0
1685484674823676824, 317274.0
1685484675831874370, 322132.0
1685484676839407920, 325844.0
1685484677847612142, 329178.0
1685484678855716466, 333212.0
1685484679863673925, 336685.0
1685484680872078895, 339550.0
1685484681880202054, 343661.0
1685484682887332916, 348557.0
1685484683895604372, 352960.0
1685484684904285669, 356903.0
1685484685912555456, 361269.0
1685484686920235633, 365520.0
1685484687927395582, 368973.0
1685484688935849428, 372454.0
1685484689943457365, 376739.0
1685484690952435970, 380351.0
1685484691960071325, 382647.0
1685484692967939615, 385754.0
1685484693976026296, 388384.0
1685484694984176874, 391027.0
1685484695992129802, 393727.0
1685484697000571727, 396808.0
1685484698007786989, 399897.0
1685484699015723943, 402676.0
1685484700024550199, 405512.0
1685484701031687259, 408279.0
1685484702039505958, 410314.0
1685484703047837495, 412415.0
1685484704055529832, 415531.0
1685484705063631296, 419139.0
1685484706071972846, 423398.0
1685484707079446077, 427102.0
1685484708087835788, 431082.0
1685484709095619678, 435058.0
1685484710104118108, 438955.0
1685484711112535715, 443437.0
1685484712119510173, 447608.0
1685484713128024101, 450196.0
1685484714135720729, 453378.0
1685484715143857002, 457252.0
1685484716151832818, 460352.0
1685484717159697771, 462395.0
1685484718167413234, 464590.0
1685484719175463199, 466517.0
1685484720184392690, 467755.0
1685484721191734313, 468782.0
1685484722199882268, 469877.0
1685484723207551717, 471059.0
1685484724215810060, 472223.0
1685484725223902940, 473343.0
1685484726231891870, 474477.0
1685484727239974498, 475557.0
1685484728248629331, 476637.0
1685484729256374597, 477717.0
1685484730264291048, 478797.0
1685484731271772146, 479877.0
1685484732280083656, 481013.0
1685484733288434743, 482138.0
1685484734296547412, 482903.0
1685484735303446769, 482908.0
1685484736311839580, 482908.0
1685484737319490909, 482908.0
1685484738327833414, 482908.0
1685484739335919141, 482908.0
1685484740344271898, 482908.0
1685484741352249383, 482908.0
1685484742360103607, 482908.0
1685484743367950677, 482908.0
1685484744376238346, 482908.0
1685484745383584737, 482908.0
1685484746391780614, 482908.0
1685484747400303125, 482908.0
1685484748407489538, 482908.0
1685484749415840148, 482908.0
1685484750423524141, 482908.0
1685484751431972026, 482908.0
1685484752440330982, 483208.0
1685484753447512149, 483995.0
1685484754456249237, 484781.0
1685484755463727474, 485563.0
1685484756471896886, 486265.0
1685484757479794740, 487045.0
1685484758487903833, 487825.0
1685484759495468616, 488529.0
1685484760503985881, 489308.0
1685484761511739969, 490000.0
1685484762520131587, 490000.0
1685484763528015136, 490000.0
1685484765350051403, 490000.0
