rospy.time, area
1685485045209796905, 7845.0
1685485046218126773, 7845.0
1685485047226220130, 8268.0
1685485048233970403, 10242.0
1685485049241517066, 12216.0
1685485050250087261, 13130.0
1685485051257791042, 14217.0
1685485052265525341, 15894.0
1685485053273232460, 17402.0
1685485054282371044, 19048.0
1685485055289859294, 21099.0
1685485056297831773, 23113.0
1685485057306309461, 24931.0
1685485058314140558, 26951.0
1685485059322206735, 28971.0
1685485060330257892, 30890.0
1685485061337752103, 32910.0
1685485062345797061, 34930.0
1685485063354426145, 36950.0
1685485064361775159, 38768.0
1685485065370300769, 40788.0
1685485066377683401, 42909.0
1685485067385823965, 44228.0
1685485068393438100, 45327.0
1685485069401670932, 46922.0
1685485070409684896, 48627.0
1685485071418054580, 50093.0
1685485072425608396, 51473.0
1685485073433737277, 52907.0
1685485074441745519, 54307.0
1685485075450090169, 55648.0
1685485076457643270, 57532.0
1685485077466055154, 59535.0
1685485078473525524, 61263.0
1685485079481988906, 62683.0
1685485080489678859, 64139.0
1685485081497673034, 65344.0
1685485082505854368, 66187.0
1685485083513833999, 67720.0
1685485084521859407, 69412.0
1685485085530483961, 70960.0
1685485086538346290, 72680.0
1685485087545979738, 74400.0
1685485088554201126, 76120.0
1685485089561695575, 77754.0
1685485090569654464, 79474.0
1685485091577592134, 81194.0
1685485092586156845, 82213.0
1685485093593796491, 83312.0
1685485094601793050, 84907.0
1685485095610342741, 86612.0
1685485096618188381, 88098.0
1685485097625411033, 89498.0
1685485098633451461, 90898.0
1685485099642111539, 92298.0
1685485100649468898, 93628.0
1685485101657898902, 95028.0
1685485102665879964, 95841.0
1685485103673941612, 96333.0
1685485104681606292, 97866.0
1685485105689993619, 99788.0
1685485106697532176, 101904.0
1685485107705374956, 103252.0
1685485108713440418, 104652.0
1685485109721464633, 106122.0
1685485110730134487, 107346.0
1685485111738163709, 109017.0
1685485112745738983, 110974.0
1685485113753407716, 112986.0
1685485114761690616, 114452.0
1685485115769642353, 116285.0
1685485116778164625, 118277.0
1685485117785461425, 119430.0
1685485118794200658, 120529.0
1685485119801649332, 121696.0
1685485120809733390, 121962.0
1685485121818231344, 121978.0
1685485122826166868, 121978.0
1685485123833337545, 121978.0
1685485124841336011, 121978.0
1685485125849587917, 123226.0
1685485126857936143, 124840.0
1685485127866073131, 126549.0
1685485128874351024, 127933.0
1685485129881531953, 129407.0
1685485130889423370, 130861.0
1685485131897523880, 132464.0
1685485132906425237, 133833.0
1685485133913699865, 135827.0
1685485134921714544, 137842.0
1685485135930232048, 139407.0
1685485136938046216, 140809.0
1685485137946027994, 142329.0
1685485138953997611, 143358.0
1685485139961666107, 144419.0
1685485140969920396, 146023.0
1685485141977673053, 147705.0
1685485142985844850, 149207.0
1685485143993677616, 150608.0
1685485145001388788, 152124.0
1685485146009697198, 153709.0
1685485147018259048, 155072.0
1685485148025400638, 156944.0
1685485149034205913, 158955.0
1685485150042368173, 160683.0
1685485151050148248, 162083.0
1685485152058327913, 163521.0
1685485153065587759, 164712.0
1685485154073735952, 165690.0
1685485155082092523, 167270.0
1685485156090342044, 168949.0
1685485157098582744, 170483.0
1685485158105813503, 171883.0
1685485159113451480, 173317.0
1685485160121628522, 174875.0
1685485161129540443, 176317.0
1685485162137948751, 178164.0
1685485163145766258, 180169.0
1685485164154605865, 181092.0
1685485165161845207, 182219.0
1685485166169760465, 183329.0
1685485167177609682, 184295.0
1685485168186301946, 184332.0
1685485169194005966, 184332.0
1685485170202126741, 184332.0
1685485171210349082, 184512.0
1685485172218379735, 185876.0
1685485173226330518, 187509.0
1685485174234188795, 189204.0
1685485175241640806, 190596.0
1685485176249722480, 192024.0
1685485177257989883, 193517.0
1685485178266090393, 194983.0
1685485179274270534, 196448.0
1685485180282463073, 197851.0
1685485181289577245, 199329.0
1685485182297479629, 200607.0
1685485183306213140, 202032.0
1685485184313595294, 203508.0
1685485185321166515, 205127.0
1685485186329579114, 206530.0
1685485187337484598, 207935.0
1685485188346399784, 209342.0
1685485189353596687, 210588.0
1685485190362126588, 212343.0
1685485191369366645, 214422.0
1685485192377428054, 216439.0
1685485193386040210, 217369.0
1685485194393551588, 218748.0
1685485195401628732, 220258.0
1685485196410211086, 221780.0
1685485197417970895, 223647.0
1685485198425678730, 225635.0
1685485199433356285, 227756.0
1685485200441589832, 229263.0
1685485201450358867, 230685.0
1685485202458047151, 231514.0
1685485203466298103, 231709.0
