rospy.time, area
1685835730737945556, 7845.0
1685835731754718065, 39225.0
1685835732762360095, 41522.0
1685835733772129058, 51501.0
1685835734778646230, 57881.0
1685835735788267374, 62988.0
1685835736794458627, 71130.0
1685835737804243803, 79205.0
1685835738810513734, 85414.0
1685835739819149971, 92829.0
1685835740826640129, 99969.0
1685835741835120916, 106305.0
1685835742842470645, 113382.0
1685835743851145744, 120929.0
1685835744858370065, 128513.0
1685835745866827011, 135665.0
1685835746874002218, 143906.0
1685835747883603811, 152334.0
1685835748890564680, 157958.0
1685835749899849653, 164434.0
1685835750907032728, 171573.0
1685835751915052175, 179347.0
1685835752922842025, 186569.0
1685835753931804418, 194565.0
1685835754938795328, 202659.0
1685835755947186946, 209736.0
1685835756955430030, 217012.0
1685835757963821649, 225363.0
1685835758971335172, 232571.0
1685835759978632211, 238201.0
1685835760986968040, 244788.0
1685835761995550870, 250771.0
1685835763003152132, 256425.0
1685835764010521411, 263151.0
1685835765018548965, 270306.0
1685835766028134822, 274905.0
1685835767035998821, 279034.0
1685835768043665647, 283400.0
1685835769050657272, 287100.0
1685835770058288097, 289662.0
1685835771067607879, 292984.0
1685835772076160907, 296861.0
1685835773083420276, 300554.0
1685835774091797828, 304553.0
1685835775098468780, 309125.0
1685835776106624364, 313805.0
1685835777115557193, 317426.0
1685835778123746395, 321575.0
1685835779131299495, 326381.0
1685835780139350414, 330746.0
1685835781146693229, 335042.0
1685835782155095338, 339995.0
1685835783163058757, 345345.0
1685835784171649932, 349883.0
1685835785178745031, 355263.0
1685835786187797546, 361105.0
1685835787195243358, 364443.0
1685835788202662229, 368793.0
1685835789210283994, 373761.0
1685835790219002962, 378655.0
1685835791227629899, 382561.0
1685835792235111474, 386934.0
1685835793243676424, 392464.0
1685835794250891923, 398212.0
1685835795259670257, 402457.0
1685835796267334699, 407598.0
1685835797275107383, 413222.0
1685835798282991647, 417085.0
1685835799291593551, 420358.0
1685835800299650907, 423849.0
1685835801306615352, 426865.0
1685835802315245389, 430398.0
1685835803323008060, 435454.0
1685835804331802606, 441113.0
1685835805339010000, 447125.0
1685835806347666978, 453442.0
1685835807355777740, 460160.0
1685835808363053083, 466901.0
1685835809371164321, 471562.0
1685835810379140138, 475844.0
1685835811386621236, 479685.0
1685835812395580053, 482524.0
1685835813403473138, 485428.0
1685835814411262750, 487802.0
1685835815419614553, 489471.0
1685835816427446842, 489999.0
1685835817435010910, 489999.0
1685835818730067253, 489999.0
