rospy.time, area
1685484444485185384, 7845.0
1685484445492580890, 7845.0
1685484446501084327, 9189.0
1685484447508835315, 15795.0
1685484448516701698, 23539.0
1685484449524412631, 30054.0
1685484450532595157, 37342.0
1685484451540173530, 44862.0
1685484452548470735, 51440.0
1685484453556587934, 57869.0
1685484454564393043, 64688.0
1685484455573234081, 70781.0
1685484456580562353, 75966.0
1685484457588444709, 83237.0
1685484458596707105, 91388.0
1685484459604114532, 98811.0
1685484460612921714, 105825.0
1685484461620854854, 113382.0
1685484462629174232, 120669.0
1685484463636982202, 126325.0
1685484464644820451, 133556.0
1685484465652763605, 141326.0
1685484466660977363, 148537.0
1685484467668333530, 154513.0
1685484468677136659, 161793.0
1685484469684652566, 167739.0
1685484470692350625, 171862.0
1685484471700610399, 177498.0
1685484472709060430, 183473.0
1685484473716866970, 189390.0
1685484474724415063, 194804.0
1685484475733334541, 200825.0
1685484476740864992, 206213.0
1685484477748764991, 208372.0
1685484478756464719, 211031.0
1685484479764335393, 214288.0
1685484480772419691, 216754.0
1685484481780945062, 219335.0
1685484482789227247, 224028.0
1685484483796581268, 228692.0
1685484484804711580, 232115.0
1685484485813100576, 235990.0
1685484486820287704, 240082.0
1685484487828836441, 242813.0
1685484488836903333, 245003.0
1685484489844824552, 246917.0
1685484490852930307, 249252.0
1685484491860434532, 251577.0
1685484492868638992, 255362.0
1685484493876658678, 260875.0
1685484494884413003, 265913.0
1685484495892759084, 269799.0
1685484496900967597, 273811.0
1685484497909083127, 278011.0
1685484498916617155, 282211.0
1685484499925397872, 286451.0
1685484500932609796, 291065.0
1685484501940612792, 296534.0
1685484502948438167, 300350.0
1685484503956898450, 303065.0
1685484504964867353, 306554.0
1685484505972547292, 310722.0
1685484506980199337, 315455.0
1685484507988359928, 319691.0
1685484508996390581, 323832.0
1685484510004715681, 328390.0
1685484511012760400, 332898.0
1685484512020454645, 338408.0
1685484513028269290, 344139.0
1685484514036921262, 349361.0
1685484515044970035, 354534.0
1685484516052802801, 359954.0
1685484517060644865, 365783.0
1685484518068303585, 371188.0
1685484519077005147, 377435.0
1685484520084996461, 384005.0
1685484521092830896, 390530.0
1685484522100545167, 396792.0
1685484523108348131, 403244.0
1685484524117478609, 408325.0
1685484525124965667, 411536.0
1685484526132285594, 414967.0
1685484527140508413, 418392.0
1685484528148503303, 422156.0
1685484529156946897, 426201.0
1685484530164524793, 430518.0
1685484531172220706, 434497.0
1685484532180701494, 437496.0
1685484533188914537, 440831.0
1685484534197100400, 444943.0
1685484535204725742, 448854.0
1685484536212265729, 452733.0
1685484537220541238, 457185.0
1685484538228420495, 461789.0
1685484539236578226, 465565.0
1685484540244410276, 468344.0
1685484541252832412, 473268.0
1685484542260932207, 478375.0
1685484543268918991, 480160.0
1685484544276870250, 481260.0
1685484545284587860, 482340.0
1685484546292753458, 483420.0
1685484547300201177, 484446.0
1685484548308177471, 485526.0
1685484549316803693, 486606.0
1685484550324885129, 487578.0
1685484551332591533, 488658.0
1685484552341040372, 489757.0
1685484553348913908, 489991.0
1685484554356850147, 490000.0
1685484555987068176, 490000.0
