rospy.time, area
1701536411735671520, 7845.0
1701536412743550062, 39225.0
1701536413752040386, 41291.0
1701536414759346008, 51114.0
1701536415767678022, 57846.0
1701536416776187181, 61777.0
1701536417783664464, 68592.0
1701536418791589260, 75748.0
1701536419799724102, 81476.0
1701536420807456254, 89238.0
1701536421816312789, 96635.0
1701536422824290752, 102977.0
1701536423832080125, 109208.0
1701536424839349031, 115992.0
1701536425847977876, 123595.0
1701536426855703353, 130492.0
1701536427864029884, 139308.0
1701536428871651887, 148911.0
1701536429879657030, 156486.0
1701536430887233972, 163337.0
1701536431895699024, 171775.0
1701536432904065370, 180683.0
1701536433911824464, 187748.0
1701536434919983625, 194567.0
1701536435927370786, 201153.0
1701536436935573816, 206370.0
1701536437944042444, 211779.0
1701536438952157258, 218459.0
1701536439959343671, 225591.0
1701536440967718839, 231658.0
1701536441975833415, 237671.0
1701536442983900070, 243409.0
1701536443991806745, 246992.0
1701536444999928474, 250825.0
1701536446007441520, 255849.0
1701536447015803337, 260767.0
1701536448024026393, 263338.0
1701536449032206058, 266906.0
1701536450040356159, 270550.0
1701536451047584772, 274363.0
1701536452056529760, 279018.0
1701536453064004421, 284093.0
1701536454071904420, 289214.0
1701536455080430030, 294216.0
1701536456088431596, 299665.0
1701536457095919609, 305494.0
1701536458103399991, 312137.0
1701536459111680746, 318144.0
1701536460119338989, 324269.0
1701536461127143621, 330757.0
1701536462136534214, 336872.0
1701536463144213914, 343138.0
1701536464151897192, 349721.0
1701536465159687280, 356733.0
1701536466167364835, 363521.0
1701536467176265954, 371125.0
1701536468183469057, 378554.0
1701536469191405296, 385749.0
1701536470199782848, 392226.0
1701536471217458724, 398596.0
1701536472225911140, 405719.0
1701536473234007835, 411122.0
1701536474241824150, 417889.0
1701536475249994993, 424626.0
1701536476257577180, 429595.0
1701536477265445947, 435661.0
1701536478273584365, 443039.0
1701536479281920433, 450587.0
1701536480289244413, 456194.0
1701536481297639846, 462086.0
1701536482305731058, 467880.0
1701536483313748121, 472070.0
1701536484321880578, 475959.0
1701536485329333782, 479935.0
1701536486337382316, 484280.0
1701536487345180273, 485947.0
1701536488353797674, 487111.0
1701536489361187696, 488129.0
1701536490369198799, 488325.0
1701536491377314567, 488328.0
1701536492385540723, 489111.0
1701536493393756151, 489937.0
1701536494401415348, 490000.0
1701536495409293174, 490000.0
1701536497248598337, 490000.0
