rospy.time, area
1685821081033628225, 15690.0
1685821082043294429, 31380.0
1685821083049465894, 33636.0
1685821084059352636, 41814.0
1685821085066679239, 49992.0
1685821086073717594, 52968.0
1685821087082030773, 57552.0
1685821088089903593, 64308.0
1685821089098267316, 70232.0
1685821090106885671, 75784.0
1685821091113966941, 80462.0
1685821092122320652, 83529.0
1685821093130045175, 85028.0
1685821094138229846, 87613.0
1685821095145947933, 91657.0
1685821096153909206, 96352.0
1685821097162014961, 103016.0
1685821098170234441, 110610.0
1685821099177555799, 118486.0
1685821100186221361, 124319.0
1685821101194152593, 130056.0
1685821102201626300, 134513.0
1685821103209275245, 137221.0
1685821104218238830, 143420.0
1685821105225605487, 151167.0
1685821106233420372, 159477.0
1685821107241332054, 165287.0
1685821108249569654, 170997.0
1685821109258148193, 175601.0
1685821110265317201, 177564.0
1685821111274042844, 183286.0
1685821112281736373, 190699.0
1685821113290156364, 198619.0
1685821114297591924, 204328.0
1685821115306051492, 210378.0
1685821116314077138, 215214.0
1685821117322366714, 217170.0
1685821118329355239, 221291.0
1685821119338383674, 226681.0
1685821120345578432, 232327.0
1685821121354126930, 234746.0
1685821122361626625, 237233.0
1685821123369907855, 239541.0
1685821124378092765, 241095.0
1685821125385556221, 242436.0
1685821126393970727, 244158.0
1685821127401498079, 245870.0
1685821128410008907, 247590.0
1685821129418619394, 249310.0
1685821130426092386, 251030.0
1685821131434187412, 252750.0
1685821132442197799, 254203.0
1685821133449822187, 256112.0
1685821134458312511, 258115.0
1685821135465811491, 259843.0
1685821136474257469, 261551.0
1685821137483158349, 263820.0
1685821138489435434, 265800.0
1685821139498442411, 267883.0
1685821140506859302, 270845.0
1685821141514315366, 274036.0
1685821142521706581, 276848.0
1685821143529561758, 281371.0
1685821144537675619, 286875.0
1685821145546486616, 291992.0
1685821146553493261, 295222.0
1685821147562287330, 298645.0
1685821148570354461, 302151.0
1685821149577508211, 305022.0
1685821150585707426, 308607.0
1685821151594420909, 312913.0
1685821152601856946, 316860.0
1685821153610859155, 319969.0
1685821154617804288, 323673.0
1685821155625811338, 327549.0
1685821156633640050, 330748.0
1685821157641991853, 334387.0
1685821158650035142, 337986.0
1685821159658757925, 340923.0
1685821160665403842, 343745.0
1685821161674791336, 347276.0
1685821162682194709, 351647.0
1685821163690559148, 355438.0
1685821164698317289, 359557.0
1685821165706506013, 364679.0
1685821166714109420, 370408.0
1685821167722138166, 376735.0
1685821168729716300, 382826.0
1685821169737642288, 388410.0
1685821170746546506, 392046.0
1685821171754078626, 396970.0
1685821172761451244, 403679.0
1685821173770272970, 411055.0
1685821174777654886, 416773.0
1685821175786427021, 422659.0
1685821176793785095, 428165.0
1685821177801397562, 432769.0
1685821178809480905, 438575.0
1685821179818330287, 444815.0
1685821180825564622, 451100.0
1685821181833834171, 456087.0
1685821182842249631, 460561.0
1685821183850286960, 464898.0
1685821184856872797, 467528.0
1685821185865591049, 469402.0
1685821186873326301, 470963.0
1685821187883176088, 472309.0
1685821188889476060, 473259.0
1685821189897610425, 474072.0
1685821190905692815, 475075.0
1685821191914492845, 476071.0
1685821192921337604, 477087.0
1685821193930519342, 477835.0
1685821194938869237, 478258.0
1685821195946582078, 478544.0
1685821196953510284, 478575.0
1685821197962489604, 478575.0
1685821198969772100, 478575.0
1685821199978501558, 478664.0
1685821200985579252, 479359.0
1685821201994228363, 480529.0
1685821203001613616, 482160.0
1685821204010012388, 484253.0
1685821205017587900, 486050.0
1685821206025933742, 487483.0
1685821207033746242, 488017.0
1685821208042510509, 489374.0
1685821209049795627, 489887.0
1685821210058811426, 489999.0
1685821211065661191, 489999.0
1685821212565941333, 489999.0
